id,variety,puc,block,area,description,geometry
471,Midknight,Southampton,M02B,2.06,MKN 2,"POLYGON ((30.730603581604605 -24.35352302334693, 30.730594287614707 -24.35351455635024, 30.730589703416992 -24.3535074623796, 30.730589232437776 -24.353503800975044, 30.73059064537543 -24.353497450726096, 30.730600535938994 -24.353476111600266, 30.73147191028888 -24.35191917348767, 30.73249668948291 -24.35006810230889, 30.732543096635162 -24.349990954762692, 30.73256187300664 -24.34997934107233, 30.73257072741593 -24.34997745313257, 30.732593271621152 -24.34998025643737, 30.732627967090185 -24.349994787835747, 30.73336430442167 -24.350623310686522, 30.73337491715337 -24.35063827113842, 30.73337623589518 -24.350645050539455, 30.733371777291914 -24.3506617272924, 30.733334852521253 -24.350718937388162, 30.732625633611594 -24.351996134649905, 30.732606576869685 -24.35200313508574, 30.732586742301567 -24.35200235725951, 30.732522571640022 -24.351982133778325, 30.73244401119376 -24.351960354644707, 30.732331918340307 -24.35212933661624, 30.732308086791896 -24.35215559603981, 30.732288933637047 -24.352172759056813, 30.732255305720905 -24.352197988684246, 30.732215335284636 -24.352232600748465, 30.732088359287552 -24.352370505422012, 30.73205341262961 -24.352414328236144, 30.7320047133785 -24.352484582014263, 30.731960504129272 -24.35254121980895, 30.731868129405385 -24.352640822166272, 30.731730289487682 -24.352806272890454, 30.731694118283766 -24.352846262507246, 30.731572480051152 -24.35296760431139, 30.731449146293357 -24.353081108278925, 30.731417182503787 -24.353108111226547, 30.73137611311601 -24.353139690935365, 30.73133962792595 -24.353165320835785, 30.73123312382553 -24.353234372803502, 30.73118715625388 -24.35326028873692, 30.731148661552492 -24.353279739984, 30.73084164589982 -24.353420589807268, 30.730736837324578 -24.353470934145495, 30.730715549063945 -24.353477656256924, 30.730685280799555 -24.35347705555765, 30.730678121915446 -24.353477999513625, 30.73066217141928 -24.353483463016453, 30.730649988756852 -24.353491844200484, 30.730624493081866 -24.353520077060885, 30.73061011251642 -24.35352491125833, 30.730603581604605 -24.35352302334693))"
472,Midknight,Southampton,M05A,0.93,MKN 5,"POLYGON ((30.732312643783935 -24.35514724859922, 30.732296898789826 -24.355130556808575, 30.732293091429625 -24.35512258582917, 30.732291068742803 -24.355102079715934, 30.73234589072374 -24.35499847377103, 30.732510921841605 -24.354701042776384, 30.73273115172378 -24.35430893039688, 30.73344823328196 -24.35303768300498, 30.73367643841222 -24.352635043985796, 30.733692702894537 -24.352612617728575, 30.733700803737076 -24.352607125583894, 30.733708213810104 -24.352604951609898, 30.73372234318663 -24.352603921832596, 30.73376341257441 -24.352619597306013, 30.733872491361215 -24.352667653503566, 30.734467181120035 -24.35294311849379, 30.73457663669022 -24.352995465417063, 30.734618208455835 -24.3530168618581, 30.73463346818248 -24.353028704257934, 30.734639810702614 -24.353036027093864, 30.734643578536353 -24.35304615320181, 30.734643515739126 -24.353055707212462, 30.734639559513695 -24.35307424313647, 30.734581723265773 -24.353180080013633, 30.73441217074742 -24.353479054721124, 30.73368271813511 -24.35474989722156, 30.733457150488473 -24.35514143614685, 30.73328514887819 -24.35543766472427, 30.733224047174353 -24.355539840094675, 30.73321274367313 -24.35555013762847, 30.733205396397338 -24.3555541994335, 30.73319465807118 -24.355556087314792, 30.73316319665944 -24.355550538088664, 30.733121010097026 -24.355532886024253, 30.732881468099485 -24.355421678613162, 30.732585434946795 -24.355281345593138, 30.732452658333877 -24.355217805795558, 30.732350361647804 -24.355167519422835, 30.732312643783935 -24.35514724859922))"
473,Midknight,Southampton,M05B,0.55,MKN 5,"POLYGON ((30.803549064019567 -24.34385964825512, 30.802888106331984 -24.345845869634427, 30.802133671434778 -24.345637270123678, 30.802795125294956 -24.343655543296524, 30.803549064019567 -24.34385964825512))"
474,Midknight,Southampton,M05C,0.93,MKN 5,"POLYGON ((30.808094729722765 -24.336274383569734, 30.80895242267924 -24.33652418303349, 30.808365894854532 -24.338450071637467, 30.80744196027271 -24.338204014282486, 30.808094729722765 -24.336274383569734))"
475,Midknight,Southampton,M05D,0.87,MKN 5,"POLYGON ((30.73524849942056 -24.359682513293983, 30.73529025473796 -24.359700162282337, 30.735700247542923 -24.359896063680694, 30.735802373818697 -24.35994610689816, 30.73588097829917 -24.35998699586414, 30.735909859490864 -24.360005100923317, 30.73592132264427 -24.360025918331708, 30.735923555726103 -24.360034665710725, 30.73592251362124 -24.360054669404395, 30.735883955741613 -24.36012919116026, 30.735617623515157 -24.360616667649982, 30.735122251528825 -24.361513437152198, 30.73500278165083 -24.361726017255723, 30.734957375653586 -24.36180298002683, 30.73494062753985 -24.361821288236627, 30.734921348600036 -24.36183715535139, 30.734913235069385 -24.36184081699296, 30.73489116477728 -24.36184532623611, 30.73488122756313 -24.361844207401248, 30.734856924189195 -24.36183447692875, 30.734837719685444 -24.361820101583206, 30.734795849401095 -24.36178399369222, 30.73435730934739 -24.361381381903232, 30.734321133421716 -24.361344900973958, 30.734303715383426 -24.36132225295606, 30.734295676288834 -24.36129879123132, 30.734294857492163 -24.361290450790655, 30.734296420649446 -24.361280076095074, 30.7343085537274 -24.361254647916095, 30.734597365644298 -24.360746352460914, 30.735054775239483 -24.35994356283838, 30.735199999994606 -24.35969246643922, 30.73520978859146 -24.359684413957122, 30.735220025333696 -24.359681141281378, 30.735235325002257 -24.359680020925925, 30.73524849942056 -24.359682513293983))"
476,Midknight,Southampton,M05E,0.76,MKN 5,"POLYGON ((30.81155370436701 -24.33732311909489, 30.81147270509959 -24.33754287076614, 30.81074339589587 -24.33737233260199, 30.81084080623462 -24.33710326435495, 30.81155370436701 -24.33732311909489))"
477,Midknight,Southampton,M05F,0.66,MKN 5,"POLYGON ((30.81743979424336 -24.35241227819031, 30.818446633964044 -24.349859220327136, 30.81903559262532 -24.35005335145047, 30.818185461254558 -24.35214353525735, 30.81743979424336 -24.35241227819031))"
478,Midknight,Southampton,M05G,0.97,MKN 5,"POLYGON ((30.731533796957827 -24.354805094455262, 30.7319660930824 -24.35501493641594, 30.732107512442152 -24.355085246049143, 30.732118815943377 -24.355092969227307, 30.732122960560496 -24.355099319394935, 30.732124090910617 -24.355110646719645, 30.73211391775951 -24.355149434222508, 30.732088045301154 -24.355201322347355, 30.731928037961612 -24.355494515765365, 30.731635716860524 -24.356018144815778, 30.73156356284438 -24.356141200208032, 30.731534424930114 -24.356184621417796, 30.731510938766462 -24.35619446123343, 30.731501519182107 -24.35619514773223, 30.73148104728545 -24.356188511577678, 30.7314662271394 -24.356173980672004, 30.731434765727663 -24.356135536695596, 30.731205053463903 -24.355828385253762, 30.731174910793968 -24.355777355355695, 30.73115764155599 -24.355752469672943, 30.73107142096055 -24.355641427979073, 30.730865006468765 -24.355381758542052, 30.73084742324464 -24.355354412830994, 30.730844408977646 -24.355342399022796, 30.730844534572103 -24.355332215888946, 30.730847925622466 -24.355313680295588, 30.730863562132495 -24.35528147178009, 30.730907080612205 -24.355203381826943, 30.731148535957786 -24.35479302333368, 30.73119356157099 -24.354718709137497, 30.731211207592345 -24.354691534964612, 30.731219120043203 -24.354684326642136, 30.73123205627238 -24.354678491333456, 30.731254977260974 -24.354676946692866, 30.73129491629863 -24.354692793536426, 30.73139947368495 -24.354740848947323, 30.731533796957827 -24.354805094455262))"
479,Midknight,Southampton,M05H,0.94,MKN 5,"POLYGON ((30.740614090129 -24.36841525067355, 30.740626322665513 -24.368417976192514, 30.7406657580193 -24.36843516821575, 30.740771831544134 -24.368484018766488, 30.741352759190747 -24.368756984826618, 30.741499891369934 -24.36882784903019, 30.7415205752904 -24.368842113385107, 30.74152534850282 -24.368849207421782, 30.741526939573625 -24.368855691218336, 30.741526939573617 -24.368868048571322, 30.741518398035616 -24.368888720414763, 30.74145860726957 -24.369000470377554, 30.741316583265075 -24.36925188868904, 30.741290623688784 -24.36929483418691, 30.741283296389025 -24.369303453793155, 30.741273373131634 -24.369310090127126, 30.74126416166908 -24.369312531077508, 30.7412464505388 -24.36931321759467, 30.74123575503077 -24.369311542852188, 30.741221379636947 -24.369305832107578, 30.74116901884071 -24.369272250746505, 30.741153387101754 -24.369266311162836, 30.741141016466877 -24.369264331301615, 30.741052358066575 -24.369265570070496, 30.741038615530314 -24.36926761597862, 30.74102284455601 -24.369273097884168, 30.741010302135102 -24.3692801884853, 30.740976722167055 -24.36930627614096, 30.740963407416636 -24.369321379516606, 30.740934851882717 -24.369365774280617, 30.740921788354004 -24.36938156416903, 30.740900685730693 -24.36939941360517, 30.740878578220563 -24.36941337277699, 30.740808487364568 -24.369449681873952, 30.740754977141172 -24.36947157411927, 30.74068488628518 -24.36949438171439, 30.740500824515202 -24.369541980160115, 30.740439358937792 -24.36956059236848, 30.74040167568188 -24.369574322684095, 30.74038266657279 -24.36958309482908, 30.740363322501416 -24.369595680948407, 30.740350091491567 -24.369607885668977, 30.74031810259433 -24.3696472458874, 30.74029088690951 -24.369690496340098, 30.740243322266487 -24.36977348836986, 30.740221131015787 -24.369805907115097, 30.740211835812666 -24.369815136921485, 30.740197516175414 -24.369823603933554, 30.740182945316462 -24.369828485813958, 30.740136553041403 -24.369837563059207, 30.74004226116107 -24.36984473331959, 30.7400229170897 -24.3698493100809, 30.739973845116445 -24.36987265156331, 30.739959023035784 -24.36987631297236, 30.739946796912758 -24.369877075765977, 30.73991505923723 -24.369873719474594, 30.73990727136434 -24.369869142713277, 30.7399041729633 -24.369863498040928, 30.73990266563306 -24.369851140785187, 30.739914640534387 -24.369823680166203, 30.73995207256859 -24.369753655564992, 30.740002484390942 -24.36966440851529, 30.74022221964318 -24.369279349335205, 30.74029147309348 -24.369148300771336, 30.740307802504375 -24.36911321207968, 30.740317600150913 -24.369083462968312, 30.740317600150913 -24.369068969807703, 30.740301354480586 -24.369047153773927, 30.740263503743538 -24.369009318964284, 30.740256385795202 -24.368998868622015, 30.74025387357814 -24.368985367083006, 30.74025680449805 -24.368973314860263, 30.74032128473594 -24.368852029642778, 30.740466783974036 -24.36858623175154, 30.740513073186897 -24.36850476692345, 30.74055208019731 -24.368442643661645, 30.740570802668483 -24.36842056972006, 30.74059694908811 -24.368414952409005, 30.740614090129 -24.36841525067355))"
480,Midknight,Southampton,M05I,1.04,MKN 5,"POLYGON ((30.81155370436701 -24.33732311909489, 30.81147270509959 -24.33754287076614, 30.81074339589587 -24.33737233260199, 30.81084080623462 -24.33710326435495, 30.81155370436701 -24.33732311909489))"
481,Midknight,Southampton,M05J,0.41,MKN 5,"POLYGON ((30.824593455435995 -24.33688524729656, 30.825157107435913 -24.335246110916152, 30.825335218556063 -24.33531594456281, 30.825500521066388 -24.3353539451399, 30.825719251852856 -24.335418587957008, 30.82607794921429 -24.33544237910853, 30.82563311642039 -24.336790980877662, 30.82524847360688 -24.33700206871913, 30.825130288510124 -24.337005705183646, 30.824593455435995 -24.33688524729656))"
482,Midknight,Southampton,M05K,0.97,MKN 5,"POLYGON ((30.829877470236333 -24.35218224187488, 30.8298519258707 -24.352185996003698, 30.829819272086016 -24.352184766644054, 30.829796965547956 -24.352095858371335, 30.829830757565325 -24.351834181347975, 30.82990115977646 -24.351598151178614, 30.8300024633456 -24.351454587583635, 30.8301854389024 -24.35130840719027, 30.83041370582807 -24.351203893534997, 30.831426670842376 -24.351140140492138, 30.83155041524271 -24.351461243021166, 30.829877470236333 -24.35218224187488))"
483,Midknight,Southampton,M05L,0.91,MKN 5,"POLYGON ((30.73252467168059 -24.34676036915092, 30.73193625140667 -24.346474292436202, 30.731928526152572 -24.346467049978838, 30.731922337571188 -24.346443435418053, 30.731925040978872 -24.346423865405594, 30.731929201755428 -24.3464124724361, 30.731952321030104 -24.34636439047769, 30.732190119283878 -24.345940052424282, 30.73237397256343 -24.345596581573304, 30.732388834954286 -24.345571192645394, 30.73240065582126 -24.34555498529422, 30.732443768847748 -24.34550923764376, 30.732979502992404 -24.345008353247458, 30.733419431668732 -24.344604904716412, 30.733677665709948 -24.344371888762208, 30.73388511991572 -24.34418814655447, 30.733920418094016 -24.3441597483162, 30.73395592074584 -24.344148684226546, 30.733997747829555 -24.344144486405604, 30.73401790984896 -24.344149211176077, 30.734032157357806 -24.344156615030393, 30.734077917665587 -24.34418744933392, 30.734192207186158 -24.344269768172435, 30.734274255007026 -24.344332214557518, 30.734288531253476 -24.34434604630287, 30.734294666149594 -24.344354230175583, 30.7342987945915 -24.344364950048362, 30.73429954043189 -24.344374632630288, 30.734297649511156 -24.344392960503274, 30.734293659148488 -24.344406165003154, 30.734270769065063 -24.344449722174318, 30.734226769169773 -24.34452097926269, 30.734192815853675 -24.344579665147542, 30.73389876632836 -24.34510558608129, 30.733202023095743 -24.346333606792005, 30.73307745769521 -24.34654135986596, 30.73290674799138 -24.34683091610085, 30.732879913118985 -24.34687229027391, 30.73286642687543 -24.346889278756105, 30.73285280301714 -24.346898870029626, 30.73284509659225 -24.346902568625328, 30.732835601175864 -24.34690407313891, 30.732812619515926 -24.34689780433304, 30.73252467168059 -24.34676036915092))"
484,Midknight,Southampton,M05M,0.91,MKN 5,"POLYGON ((30.738425910008655 -24.361187754678365, 30.738906320346707 -24.361408742506477, 30.739021100752858 -24.36146387079122, 30.73906360374372 -24.36148672223758, 30.739076332310155 -24.36150014829191, 30.739081617270493 -24.361508692143634, 30.739084743585057 -24.361520897644464, 30.739084669148998 -24.36153269629413, 30.73908131952625 -24.36155588674229, 30.739029735335944 -24.36165495390853, 30.738878332387756 -24.361928964959084, 30.738226719109267 -24.3630854255806, 30.737812854609796 -24.3638155788867, 30.7377981162697 -24.363838158652566, 30.737789183942375 -24.363848465332406, 30.737777125300486 -24.363856805606062, 30.737765959891327 -24.36386039938231, 30.737744522305743 -24.363862840437406, 30.737699562924867 -24.36384649890013, 30.73758612236782 -24.363795033233192, 30.736867367762265 -24.363444063155516, 30.736798663277906 -24.36341375331336, 30.73679174072423 -24.363407650653535, 30.73678831666542 -24.36340154799344, 30.73678496704267 -24.363389342672974, 30.73678489260661 -24.363381409213716, 30.736788018921175 -24.3633698141564, 30.736793303881512 -24.363358422520136, 30.73785639970551 -24.361446238011162, 30.738061917670088 -24.36108136321959, 30.738071966538328 -24.361069767952554, 30.73807844247564 -24.361064343266182, 30.73808782141933 -24.361059664474094, 30.73811506501768 -24.36105485006443, 30.7381599499625 -24.361070649438098, 30.738276516834112 -24.36112048866832, 30.738425910008655 -24.361187754678365))"
485,Star Ruby,Southampton,S24,0.79,STR 5,"POLYGON ((30.83789989654251 -24.352294679638852, 30.83597182839102 -24.352326714984976, 30.835947354662856 -24.35136693568106, 30.837869052638577 -24.351317736038368, 30.83789989654251 -24.352294679638852))"
486,Star Ruby,Southampton,S25,0.54,STR 5,"POLYGON ((30.732971288327565 -24.35224155398486, 30.733405028788408 -24.3524501987861, 30.73350807904123 -24.352501516133866, 30.733545631784185 -24.35252205450956, 30.733559761160713 -24.352539045844736, 30.73356371738614 -24.35254882873303, 30.73356805039494 -24.352577490876577, 30.733513667994607 -24.352683671425726, 30.733348260093372 -24.352983162187588, 30.733126962658307 -24.35337613290821, 30.732405422496868 -24.354647666856124, 30.73223473962839 -24.35494458309986, 30.73217332393841 -24.35504733095818, 30.732159759736938 -24.355058658289384, 30.73215147050271 -24.355062948945182, 30.732140167001486 -24.35506449358137, 30.73212961706701 -24.35506277731922, 30.732109270764802 -24.355056083896564, 30.731965590704807 -24.354990465376595, 30.731418124462206 -24.354731824255072, 30.73127752146643 -24.354663402481435, 30.731261131389655 -24.354653104875496, 30.731254160897233 -24.35464618259514, 30.731249639496745 -24.354635713360008, 30.731249074321685 -24.35462518691515, 30.73125190019699 -24.35460407681569, 30.731307915325278 -24.35449709513161, 30.73147313483483 -24.354197260178815, 30.731692485555797 -24.353804516941572, 30.732638337419296 -24.35212003999218, 30.732644240358823 -24.352114318985606, 30.73265403672655 -24.352110543121334, 30.73266446106657 -24.352109971020788, 30.73268593771889 -24.352112030583417, 30.732728765429087 -24.352128907529476, 30.732835771907336 -24.352177478805018, 30.732971288327565 -24.35224155398486))"
